"","ZR751_EV","ZR751_EVA","ZR751_OV","ZR751_OVA"
"DLGAP5",2860,3668,3114,2863
"FBXO34",1803,2310,1747,1741
"ATG14",2086,2449,2014,2044
"TBPL2",1,0,0,0
"KTN1-AS1",144,179,155,141
"KTN1",25568,32591,24199,23243
"RPL13AP3",0,6,0,1
"LINC00520",1,3,0,1
"PELI2",24,41,36,11
"TMEM260",1608,2028,1572,1619
"OTX2",2,0,0,0
"EXOC5",3159,3783,2568,3005
"AP5M1",2832,3641,2451,2776
"NAA30",1505,1729,1241,1456
"CCDC198",3,5,1,2
"SLC35F4",3,2,9,5
"ARMH4",23,53,36,18
"ACTR10",2599,3678,2509,2605
"PSMA3",4701,6704,5338,5292
"PSMA3-AS1",2004,2318,2437,2349
"ARID4A",1712,2193,1783,1720
"TOMM20L",18,9,8,10
"TIMM9",1478,1965,1719,1566
"KIAA0586",1058,1360,914,1053
"DACT1",1,3,3,3
"DAAM1",3483,4366,3129,3406
"GPR135",261,244,260,250
"L3HYPDH",646,707,771,650
"JKAMP",3651,5246,3862,3793
"CCDC175",2,3,4,2
"RTN1",131,151,150,103
"LRRC9",0,2,0,4
"PCNX4",1617,1952,1620,1572
"DHRS7",2881,3958,3227,3111
"PPM1A",3748,4712,3522,3611
"C14orf39",9,9,14,13
"SIX6",2,0,1,0
"SIX1",306,288,272,249
"SIX4",1548,1670,1513,1402
"MNAT1",1104,1637,1253,1152
"TRMT5",978,1179,960,946
"SLC38A6",337,375,283,363
"TMEM30B",2217,2713,2092,1888
"PRKCH",1415,1855,1387,1184
"LINC01303",3,0,0,2
"HIF1A",4751,5984,4247,4034
"SNAPC1",428,584,478,483
"SYT16",40,49,19,38
"KCNH5",0,1,0,0
"PPP2R5E",3067,3754,2763,2809
"WDR89",737,1007,768,792
"SGPP1",649,824,588,689
"SYNE2",6672,7507,6462,5870
"ESR2",41,42,48,61
"MTHFD1",7639,10260,7762,7224
"ZBTB25",401,462,416,416
"AKAP5",53,39,30,44
"ZBTB1",1261,1441,1235,1296
"HSPA2-AS1",13,28,16,22
"HSPA2",160,229,192,130
"PPP1R36",19,35,16,26
"PLEKHG3",4342,5132,4343,3433
"SPTB",440,495,444,359
"CHURC1",2504,2988,2360,2443
"GPX2",46,69,47,43
"RAB15",9195,12098,9284,8320
"FNTB",44,54,60,42
"MAX",1804,2390,1988,1830
"MIR4706",0,2,1,0
"LINC02324",0,2,0,1
"FUT8",1494,1726,1313,1123
"CCDC196",1,2,6,4
"GPHN",1658,2399,1544,1647
"GARIN2",6,7,15,7
"PALS1",1985,2639,1859,2067
"ATP6V1D",2736,3782,2777,2806
"EIF2S1",5792,7647,5449,5417
"PLEK2",47,74,61,46
"TMEM229B",3351,4284,3139,2703
"PLEKHH1",1229,1330,1188,1129
"PIGH",568,782,610,540
"ARG2",712,947,728,724
"VTI1B",2001,2946,2270,1904
"RDH11",5413,7632,5683,5347
"RDH12",29,44,29,22
"ZFYVE26",2712,2969,2355,2324
"RAD51B",316,392,360,334
"ZFP36L1",10569,10585,10808,8245
"ACTN1",9030,12003,8765,7949
"ACTN1-DT",2,0,1,0
"DCAF5",6257,7896,6074,6159
"EXD2",2501,3318,2300,2482
"GALNT16",72,88,77,62
"ERH",5572,7854,6810,6349
"SLC39A9",6981,8792,6083,6620
"PLEKHD1",283,483,327,418
"CCDC177",18,28,17,26
"SUSD6",5689,6780,5108,4709
"SRSF5",8615,11565,9981,8778
"SLC10A1",19,54,20,22
"SMOC1",1926,1872,1932,1577
"SLC8A3",2,4,10,3
"ADAM21P1",15,10,6,10
"COX16",192,289,243,229
"SYNJ2BP",3213,3858,2987,3404
"ADAM21",40,57,43,62
"ADAM20P1",59,94,68,86
"ADAM20",36,45,31,38
"MED6",1513,2130,1669,1557
"TTC9-DT",33,39,37,50
"TTC9",7983,10572,7288,7441
"LINC01269",75,100,67,78
"MAP3K9",3934,5556,3240,3470
"PCNX1",3167,3719,2662,2850
"SIPA1L1",3380,3863,3298,2969
"RGS6",11,19,18,7
"DPF3",10,27,15,10
"DCAF4",1477,2006,1434,1452
"ZFYVE1",2189,2844,2043,1942
"RBM25",7367,9134,7380,7229
"PSEN1",7601,9900,6907,7478
"PAPLN",244,305,338,274
"NUMB",4807,6436,4767,4763
"HEATR4",194,202,203,191
"RIOX1",830,1137,937,824
"ACOT1",559,790,625,489
"ACOT2",1170,1501,1363,1177
"ACOT4",1072,1488,1190,991
"ACOT6",40,44,50,34
"DNAL1",759,913,727,774
"PNMA1",1410,1848,1497,1381
"MIDEAS",8670,10639,8092,7335
"MIR4505",6,1,3,3
"PTGR2",1161,1534,1250,1266
"ZNF410",2925,3965,2843,2917
"FAM161B",327,476,256,307
"COQ6",1882,2696,1994,1980
"ENTPD5",1659,2427,1507,1756
"BBOF1",291,372,311,314
"ALDH6A1",3058,4141,2841,2905
"LIN52",535,655,547,459
"VSX2",0,1,1,1
"ABCD4",2107,2473,2035,1838
"VRTN",1,0,0,0
"SYNDIG1L",1,2,2,1
"NPC2",2479,3664,3216,2751
"ISCA2",1253,1736,1472,1318
"LTBP2",285,298,298,224
"AREL1",5415,6889,4872,5025
"FCF1",1665,2309,1593,1454
"YLPM1",4407,5702,3920,4091
"PROX2",104,119,110,103
"DLST",5767,7673,5121,5152
"RPS6KL1",995,1238,1062,889
"PGF",9,17,8,12
"EIF2B2",1594,2148,1728,1616
"MLH3",926,1133,1011,972
"ACYP1",291,333,369,313
"ZC2HC1C",201,313,255,215
"NEK9",6098,7622,5782,6006
"TMED10",17562,23636,15957,17271
"FOS",9359,15249,11543,8524
"JDP2",1418,1916,1585,1278
"BATF",935,1275,1247,812
"FLVCR2-AS1",3,0,0,0
"FLVCR2",353,507,325,333
"ERG28",3392,4658,3402,3406
"TTLL5",2504,3251,2393,2371
"TGFB3",3591,4722,3420,3162
"IFT43",1381,1905,1699,1555
"GPATCH2L",3305,3840,2955,3314
"ESRRB",6,11,8,7
"VASH1",223,246,207,195
"VASH1-AS1",456,521,446,368
"ANGEL1",2457,3020,2171,2195
"LRRC74A",0,1,0,0
"IRF2BPL",4919,5326,5977,3856
"LINC02288",15,14,13,11
"LINC02289",5,7,4,7
"CIPC",2410,2730,2251,2092
"ZDHHC22",3,1,6,3
"TMEM63C",2546,3616,2466,2698
"NGB",0,0,1,0
"POMT2",2277,2975,2139,2116
"GSTZ1",1809,2500,1887,1809
"TMED8",2728,3263,2392,2567
"SAMD15",129,121,128,103
"NOXRED1",89,136,113,110
"VIPAS39",2121,2996,1923,2084
"AHSA1",9638,13377,10574,9642
"ISM2",6,8,15,8
"SPTLC2",26197,33124,23741,22426
"ALKBH1",1182,1550,1188,1186
"SLIRP",2481,3573,3218,2811
"SNW1",4604,6349,4992,4551
"C14orf178",1,3,1,2
"ADCK1",924,1146,876,813
"NRXN3",253,335,162,199
"DIO2",90,108,81,104
"DIO2-AS1",3,4,4,6
"CEP128",707,875,708,729
"TSHR",7,2,14,10
"GTF2A1",2025,2542,1853,2039
"STON2",811,972,803,842
"SEL1L",10327,12901,8511,9515
"LINC01467",0,0,1,0
"FLRT2",6,6,4,5
"GALC",441,494,342,421
"GPR65",0,2,0,0
"SPATA7",591,696,571,595
"PTPN21",2313,3042,2228,2230
"ZC3H14",6282,8100,6108,6186
"EML5",772,934,696,813
"TTC8",2394,3345,2382,2615
"FOXN3",2474,3174,2264,2277
"FOXN3-AS1",125,215,174,168
"EFCAB11",859,1283,986,925
"TDP1",2148,2876,2150,2167
"KCNK13",49,89,47,44
"PSMC1",5475,8019,5690,5789
"NRDE2",1121,1336,1013,978
"CALM1",27131,37929,27834,27367
"LINC00642",0,2,0,3
"TTC7B",1691,2119,1673,1553
"TTC7B-AS1",13,17,12,11
"RPS6KA5",591,791,514,537
"DGLUCY",281,361,283,286
"GPR68",135,134,156,82
"CCDC88C",3043,3178,3270,2197
"PPP4R3A",6916,8708,6478,6894
"CATSPERB",2,2,0,0
"TC2N",0,0,1,0
"FBLN5",101,100,96,85
"TRIP11",4358,5404,4009,4036
"ATXN3",1350,1694,1490,1395
"NDUFB1",2524,3707,3433,2811
"CPSF2",5592,7179,5406,5626
"SLC24A4",3,0,1,0
"RIN3",1026,1361,963,959
"LGMN",2783,3986,2848,2563
"GOLGA5",5530,7576,5684,5703
"CHGA",0,0,0,1
"ITPK1",657,112,250,102
"MOAP1",13,13,12,5
"TMEM251",0,2,13,2
"GON7",1,4,1,0
"UBR7",150,37,79,23
"BTBD7",35,10,8,20
"PRIMA1",5,3,2,3
"OTUB2",5,1,8,4
"DDX24",42,58,46,57
"IFI27L1",6,9,65,2
"IFI27",14,5,19,15
"IFI27L2",0,23,0,0
"PPP4R4",1,0,0,1
"SERPINA1",99,136,91,91
"SERPINA11",21,15,19,23
"SERPINA9",6,3,10,6
"SERPINA12",4,7,14,5
"SERPINA4",2,0,5,2
"SERPINA5",0,2,0,2
"SERPINA3",260,471,638,698
"GSC",43,51,44,26
"DICER1",6975,7929,6098,6718
"MIR3173",0,0,0,2
"DICER1-AS1",219,253,285,251
"CLMN",17881,30546,15330,21160
"LINC02292",27,43,15,44
"SYNE3",91,102,66,56
"SNHG10",344,339,384,329
"GLRX5",3849,5159,4170,3693
"TCL1B",2,3,3,3
"C14orf132",1897,1769,1883,1446
"BDKRB2",469,625,480,383
"BDKRB1",58,70,67,73
"ATG2B",4974,6229,4409,4684
"GSKIP",1643,1969,1378,1588
"AK7",34,65,41,53
"PAPOLA",16633,20909,14727,16012
"VRK1",1328,1781,1423,1472
"LINC01550",3,6,6,3
"BCL11B",555,715,572,537
"SETD3",8799,12032,8786,8678
"CCNK",7404,9082,7049,7197
"CCDC85C",6079,7782,6258,5628
"HHIPL1",22,34,27,20
"CYP46A1",90,82,85,83
"EML1",786,1022,711,772
"EVL",3172,3120,3678,2400
"MIR151B",1,3,0,2
"MIR342",4,0,0,0
"DEGS2",5672,6504,8316,4412
"YY1",4975,5889,4947,4734
"MIR6764",13,19,10,17
"SLC25A29",17397,20014,20422,18140
"MIR345",0,0,0,1
"SLC25A47",1,9,5,3
"WARS1",8251,11821,7905,8033
"WDR25",747,973,814,610
"BEGAIN",101,122,135,90
"MEG9",0,0,1,1
"LINC00524",0,2,0,0
"DIO3OS",0,3,2,3
"MIR1247",0,0,1,0
"DIO3",16,23,17,9
"LINC00239",0,2,2,0
"PPP2R5C",7790,10284,7895,7597
"DYNC1H1",45799,54864,38657,37808
"HSP90AA1",143542,204418,136943,136429
"WDR20",2371,3101,2578,2313
"MOK",828,1078,884,867
"ZNF839",3281,4054,3524,3384
"CINP",1825,2700,2194,1910
"TECPR2",1969,2488,2198,1756
"ANKRD9",2590,3039,3051,2134
"RCOR1",4956,6049,4314,4366
"TRAF3",2246,2594,2318,1791
"AMN",11,14,22,5
"CDC42BPB",20089,23549,19179,16571
"EXOC3L4",30,35,59,22
"TNFAIP2",6606,7579,6836,5121
"LINC00605",5,7,4,2
"EIF5",15273,19176,13508,13561
"SNORA28",5,14,5,4
"MARK3",8369,10720,9000,8507
"CKB",25111,30834,33489,19478
"TRMT61A",2561,3035,3242,1801
"BAG5",4652,5737,4845,4743
"COA8",1387,2034,1954,1377
"KLC1",4232,5507,4344,3667
"XRCC3",3570,3838,4384,3003
"ZFYVE21",3079,3989,3594,2919
"PPP1R13B",3349,4001,3346,2925
"PPP1R13B-DT",11,13,23,16
"ATP5MJ",5804,9286,6988,6961
"TDRD9",0,0,2,1
"RD3L",1,1,1,1
"ASPG",126,89,111,64
"MIR203A",1,0,0,0
"KIF26A",1327,1291,1977,798
"TMEM179",0,1,1,0
"INF2",23285,25041,28411,15174
"ADSS1",726,954,782,639
"SIVA1",3356,3945,4976,2429
"AKT1",37580,45383,40854,31630
"ZBTB42",3578,3868,3759,2707
"LINC00638",142,165,110,130
"CEP170B",12715,13815,14765,8723
"PLD4",4,2,2,4
"AHNAK2",1240,1531,1128,1242
"CLBA1",1754,2173,1964,1713
"CDCA4",2050,2241,2642,1694
"GPR132",15,18,17,10
"JAG2",9854,10090,13341,6359
"NUDT14",1681,2133,2069,1421
"BRF1",6858,8208,8164,5270
"BTBD6",7618,9827,8058,7092
"PACS2",9017,10115,10695,7054
"TEX22",47,43,48,35
"MTA1-DT",131,137,107,88
"MTA1",7576,8925,9919,6310
"CRIP2",15387,18661,22310,11732
"CRIP1",38120,50365,48647,33433
"TEDC1",2330,2499,3385,1385
"TMEM121",404,491,870,227
"CHEK2P2",0,0,1,1
"MIR1268A",0,1,1,0
"NIPA1",4326,5093,3983,4006
"NIPA2",5678,7591,5567,5443
"CYFIP1",8123,10512,8137,7512
"TUBGCP5",85,105,88,83
"GOLGA8S",1,0,0,1
"MKRN3",128,143,153,115
"NDN",316,372,312,280
"NPAP1",0,2,0,0
"SNORD109A",2,0,0,0
"PWAR1",3,2,0,1
"UBE3A",5781,7365,5342,5817
"ATP10A",84,156,57,106
"GABRA5",0,0,0,1
"GABRG3",10,8,11,10
"HERC2",1057,1365,912,974
"HERC2P9",3,39,8,5
"GOLGA8M",1,1,3,3
"APBA2",16,65,50,5
"ENTREP2",6,9,4,5
"NSMCE3",3,2,4,1
"TJP1",78,105,172,66
"GOLGA8J",0,0,0,3
"ULK4P3",3,6,1,4
"CHRFAM7A",0,0,0,1
"GOLGA8R",2,11,2,11
"GOLGA8H",12,12,20,20
"ARHGAP11B",5,6,4,5
"FAN1",73,77,79,86
"MTMR10",50,65,45,43
"KLF13",49,109,48,54
"OTUD7A",1,4,0,3
"CHRNA7",0,1,0,4
"GOLGA8T",8,5,6,8
"GOLGA8K",8,5,6,8
"ULK4P2",0,0,1,0
"GOLGA8Q",3,4,8,15
"GOLGA8O",3,4,8,15
"GOLGA8N",1,0,0,1
"ARHGAP11A",99,159,133,134
"FMN1",645,715,424,444
"RYR3",81,72,65,64
"AVEN",578,824,587,583
"CHRM5",8,10,8,5
"EMC7",3117,4357,3425,3486
"PGBD4",188,216,204,236
"KATNBL1",693,944,824,830
"EMC4",3806,5008,4281,3700
"SLC12A6",560,850,594,673
"NOP10",2977,4367,3052,3099
"NUTM1",10,15,15,17
"LPCAT4",2318,2943,2340,2388
"GOLGA8A",5193,5514,5701,5874
"GOLGA8B",3146,2598,3142,3356
"ACTC1",1,1,3,3
"AQR",3969,4885,3598,3759
"ZNF770",1944,2325,1822,1980
"ANP32AP1",8,5,14,7
"DPH6",599,745,650,667
"MIR3942",7,2,13,8
"CDIN1",649,817,678,728
"MEIS2",350,441,309,366
"SPRED1",434,456,301,330
"FAM98B",1220,1650,1191,1212
"RASGRP1",116,156,97,87
"THBS1",551,669,512,499
"FSIP1",17,21,20,14
"GPR176",36,46,35,21
"EIF2AK4",2320,3218,2158,2216
"SRP14",10489,14824,11764,11461
"SRP14-DT",117,175,171,166
"BMF",4616,5624,3903,4281
"BUB1B",4058,5385,4249,4185
"PAK6",625,702,644,533
"PAK6-AS1",11,10,20,15
"ANKRD63",5,10,7,15
"PLCB2",53,53,68,73
"INAFM2",749,987,793,762
"CCDC9B",861,1224,912,967
"DISP2",628,698,640,497
"KNSTRN",3107,4314,3627,3277
"IVD",10262,13986,10407,9292
"BAHD1",6776,8257,6557,5787
"CHST14",940,1210,1028,892
"CCDC32",996,1519,1042,1018
"RPUSD2",625,788,655,534
"KNL1",2838,3100,2468,2544
"RAD51-AS1",76,76,84,82
"RAD51",2068,2835,2314,1999
"RMDN3",5890,7502,6080,5418
"GCHFR",488,690,616,383
"DNAJC17",1149,1495,1317,1020
"C15orf62",271,311,268,235
"ZFYVE19",4874,6358,4973,4547
"PPP1R14D",12,26,21,15
"SPINT1",39782,52067,37105,33881
"RHOV",8778,13552,8934,8286
"VPS18",3965,5126,3885,3249
"DLL4",15,19,12,5
"CHAC1",41,51,56,43
"INO80",3128,3894,2913,2760
"EXD1",25,45,27,24
"CHP1",16185,23641,14471,15428
"OIP5-AS1",1097,1373,1084,997
"OIP5",457,646,551,472
"NUSAP1",6663,9019,7289,7109
"NDUFAF1",852,1163,766,932
"RTF1",6186,7826,5969,5560
"ITPKA",190,256,333,159
"LTK",57,39,45,51
"RPAP1",3249,4050,3095,2860
"TYRO3",2304,2975,2079,2122
"MGA",2708,3053,2482,2546
"MIR626",0,1,0,0
"MAPKBP1",2210,2755,2228,2081
"JMJD7",410,603,442,433
"PLA2G4B",23,46,24,35
"SPTBN5",549,498,537,344
"EHD4",2807,3535,2797,2386
"EHD4-AS1",4,11,11,4
"PLA2G4E-AS1",1,5,3,0
"PLA2G4E",1,5,0,2
"PLA2G4D",30,48,35,34
"PLA2G4F",1579,2204,1378,1402
"VPS39",7838,10014,7381,7716
"MIR627",1,0,1,0
"TMEM87A",4349,5951,4107,4089
"GANC",454,542,455,450
"CAPN3",26,33,29,28
"ZNF106",5316,6793,4623,4796
"SNAP23",3900,5448,3857,4044
"LRRC57",1277,1667,1250,1272
"HAUS2",1409,1933,1468,1421
"STARD9",117,108,123,126
"CDAN1",2358,2919,2627,2177
"TTBK2",1303,1532,1325,1296
"UBR1",2226,2627,1922,2075
"TMEM62",2466,3238,2265,2351
"CCNDBP1",1457,2117,1399,1415
"EPB42",0,1,1,0
"TGM5",0,0,0,2
"TGM7",0,1,0,1
"LCMT2",817,1002,768,788
"ADAL",806,963,872,820
"ZSCAN29",2411,2778,2320,2247
"TUBGCP4",1129,1528,1020,1036
"TP53BP1",6767,8084,6361,6197
"MAP1A",138,150,121,129
"PPIP5K1",2797,3595,2917,2949
"CKMT1B",3343,5579,3621,4106
"CKMT1A",3343,5579,3621,4106
"STRC",104,123,115,127
"CATSPER2",271,375,320,350
"CATSPER2P1",81,97,55,73
"PDIA3",35023,46793,36965,36947
"ELL3",2806,3587,3038,3036
"SERF2",12443,17157,15559,12888
"SERINC4",265,342,299,282
"HYPK",4,9,11,15
"MFAP1",2352,3352,2368,2337
"WDR76",1590,1963,1615,1534
"FRMD5",84,79,60,68
"GOLM2",4259,5535,3888,4073
"CTDSPL2",1812,2185,1724,1686
"EIF3J-DT",275,252,287,248
"EIF3J",5101,6756,4937,5144
"SPG11",6390,7423,5630,5960
"PATL2",6,5,17,11
"B2M",1999,1863,2044,2057
"TRIM69",0,1,4,0
"SORD",2617,3562,2144,2381
"DUOX2",7,10,7,10
"DUOXA2",0,0,2,1
"DUOXA1",9,11,13,8
"DUOX1",46,35,39,37
"SHF",68,83,71,69
"SLC28A2",3,1,0,6
"GATM",750,1042,762,658
"SPATA5L1",608,736,704,600
"C15orf48",193,221,232,169
"SLC30A4",148,168,117,94
"BLOC1S6",1618,1859,1514,1571
"SQOR",2298,4027,2275,2776
"SEMA6D",6,17,10,9
"SLC24A5",96,99,109,134
"MYEF2",3472,4360,3635,3764
"CTXN2",19,21,16,22
"SLC12A1",0,3,6,2
"DUT",2493,3235,3082,2461
"FBN1",99,113,92,91
"CEP152",1301,1590,1440,1351
"SHC4",6,5,3,5
"EID1",2831,3643,2765,2688
"SECISBP2L",5056,6989,4368,5268
"COPS2",3696,4956,3579,3908
"GALK2",459,698,442,510
"FAM227B",37,53,49,38
"FGF7",2,2,6,4
"DTWD1",553,647,532,588
"ATP8B4",2,5,2,1
"SLC27A2",135,200,149,161
"HDC",5,2,1,0
"GABPB1",1317,1711,1336,1358
"GABPB1-IT1",130,141,108,112
"MIR4712",10,3,1,7
"USP8",3653,4651,3273,3350
"USP50",57,86,62,69
"TRPM7",4667,5266,4096,4360
"SPPL2A",2989,4052,2690,2920
"AP4E1",1351,1645,1092,1193
"TNFAIP8L3",17,33,35,28
"CYP19A1",1,0,4,2
"GLDN",8,2,2,1
"DMXL2",4168,4642,3720,4127
"SCG3",1,0,2,3
"LYSMD2",337,364,344,298
"TMOD2",1180,1488,1101,1163
"TMOD3",4061,5111,3681,3674
"LEO1",3869,6011,4070,4128
"MAPK6",3592,5474,3018,3527
"BCL2L10",6,10,9,7
"GNB5",839,1097,970,796
"MYO5C",7528,9462,7447,7720
"MIR1266",0,0,1,0
"MYO5A",2622,3529,2222,2501
"ARPP19",9121,11755,8733,9355
"ATOSA",3574,5068,2932,3929
"ONECUT1",7,8,8,4
"WDR72",4,5,3,4
"UNC13C",3,2,3,2
"RSL24D1",2710,3904,3232,3180
"RAB27A",412,515,388,368
"PIGB",718,973,689,688
"CCPG1",516,715,428,492
"MIR628",1,0,5,2
"PIERCE2",65,86,98,70
"DNAAF4",14,15,5,9
"PYGO1",17,30,26,27
"PRTG",33,56,36,45
"NEDD4",2124,2834,1802,2043
"RFX7",1673,1907,1340,1654
"TEX9",162,189,163,150
"MNS1",179,227,205,183
"ZNF280D",884,1094,882,966
"TCF12",3029,3748,2617,2651
"LINC00926",40,50,62,59
"CGNL1",126,199,97,81
"GCOM1",35,29,12,27
"MYZAP",68,96,61,71
"POLR2M",5,15,18,3
"ALDH1A2",1,2,1,3
"LIPC",1,3,1,3
"ADAM10",5208,6673,4599,4938
"MINDY2",678,789,639,669
"SLTM",6074,7593,6096,5643
"RNF111",2004,2490,1795,1722
"CCNB2",3368,4850,3890,3468
"MYO1E",1475,1962,1384,1412
"MIR2116",2,5,6,1
"LDHAL6B",0,6,2,2
"FAM81A",79,77,91,92
"GCNT3",16,58,20,33
"GTF2A2",1657,2391,1953,1880
"BNIP2",3327,4115,3098,3211
"ANXA2",20496,33868,21090,24025
"ICE2",1924,2424,1828,1951
"RORA-AS1",26,36,27,31
"RORA",301,330,273,282
"RORA-AS2",0,0,0,2
"VPS13C",4935,5421,3976,4532
"C2CD4A",8,19,5,10
"C2CD4B",3,1,1,0
"TLN2",979,1155,921,818
"TPM1",3761,5051,3706,3807
"LACTB",716,949,740,670
"RPS27L",2561,3561,3096,2748
"RAB8B",452,602,414,444
"APH1B",749,1065,724,825
"CA12",41021,50760,40684,36045
"USP3",2291,3214,2457,2396
"FBXL22",62,62,74,52
"HERC1",7130,8365,5937,6342
"DAPK2",507,649,601,572
"CIAO2A",2280,3078,2853,2402
"SNX1",3476,4353,3692,3505
"SNX22",94,157,113,93
"PPIB",4544,6483,5342,4755
"CSNK1G1",3022,3642,2539,2660
"PCLAF",1969,2666,2684,2206
"TRIP4",1817,2522,1893,1936
"ZNF609",7664,9060,6328,6453
"OAZ2",3757,5494,4014,3820
"RBPMS2",220,302,249,238
"PIF1",1166,1458,1428,1182
"PLEKHO2",189,214,170,174
"ANKDD1A",232,269,286,255
"SPG21",4526,6129,4654,5040
"MTFMT",684,951,751,638
"RASL12",7,9,8,5
"KBTBD13",3,2,3,2
"UBAP1L",61,62,75,52
"PDCD7",1496,1886,1508,1449
"CLPX",2226,2976,2209,2068
"CILP",43,34,42,43
"PARP16",603,686,593,565
"RNU5A-1",1,3,2,3
"RNU5B-1",0,1,1,0
"IGDCC3",105,130,152,81
"IGDCC4",52,44,39,47
"DPP8",2792,3275,2600,2685
"HACD3",13034,15925,12557,12533
"INTS14",2728,3744,2812,2735
"SLC24A1",1124,1364,937,954
"DENND4A",1820,2238,1862,1874
"RAB11A",17512,24246,17746,18272
"MEGF11",23,18,12,4
"DIS3L",1982,2627,2038,2103
"TIPIN",464,551,497,443
"SCARNA14",0,0,2,0
"MAP2K1",3501,4556,3244,3179
"SNAPC5",359,506,408,357
"MIR4512",3,9,9,3
"RPL4",55519,81057,62284,56653
"SNORD18C",56,51,62,62
"SNORD18B",11,2,7,10
"SNORD18A",13,8,3,11
"ZWILCH",1596,1956,1626,1602
"LCTL",22,26,38,45
"SMAD6",239,248,255,180
"LINC02206",0,2,3,0
"SMAD3",4586,5173,4082,4037
"AAGAB",7313,9690,6864,7040
"IQCH",321,346,243,294
"IQCH-AS1",710,965,771,731
"C15orf61",80,101,92,85
"MAP2K5",870,1188,953,765
"SKOR1",10,14,19,15
"RNU6-1",0,2,1,0
"PIAS1",1858,2217,1615,1647
"CALML4",600,579,604,548
"CLN6",4135,5127,4097,3849
"FEM1B",2781,3451,2578,2723
"ITGA11",1,8,6,6
"CORO2B",5,21,12,20
"ANP32A",4856,6595,4844,4754
"MIR4312",2,1,1,0
"NOX5",44,55,40,37
"SPESP1",0,0,1,0
"EWSAT1",3,1,4,5
"GLCE",1617,2053,1490,1663
"PAQR5",202,270,252,243
"KIF23",5928,7832,6478,6111
"RPLP1",28655,39753,38956,23205
"DRAIC",34,76,45,44
"TLE3",5236,6265,5582,4218
"MIR629",0,1,0,0
"SALRNA2",1,0,0,2
"UACA",1571,2041,1756,1694
"LARP6",123,158,154,117
"LRRC49",180,208,163,183
"THAP10",165,177,199,178
"CT62",428,470,399,295
"THSD4",6259,6990,5646,4720
"THSD4-AS1",3,0,3,2
"NR2E3",76,95,104,94
"MYO9A",2154,2645,2012,2153
"SENP8",175,256,172,172
"GRAMD2A",165,215,139,149
"PKM",61087,84135,57101,58844
"PARP6",6583,7362,6904,6476
"CELF6",45,63,36,41
"HEXA",8909,12666,9335,8814
"HEXA-AS1",11,19,27,21
"ARIH1",4235,5607,3979,4113
"MIR630",3,2,8,2
"GOLGA6B",9,12,10,13
"HIGD2B",4,2,3,5
"BBS4",896,1304,919,894
"ADPGK",3886,5179,3735,3952
"ADPGK-AS1",8,2,2,4
"NEO1",4634,5797,4027,3875
"HCN4",38,36,34,38
"REC114",9,10,5,7
"NPTN",5225,6969,4718,4928
"CD276",5285,6759,4966,4551
"INSYN1",4103,5326,4327,3147
"TBC1D21",0,0,2,0
"LOXL1-AS1",793,894,776,780
"LOXL1",426,471,485,342
"STOML1",1241,1600,1301,1090
"PML",2538,2315,2512,1960
"GOLGA6A",2,2,5,2
"ISLR2",2,0,1,1
"ISLR",0,3,2,6
"STRA6",8,10,9,8
"CCDC33",1,1,1,0
"CYP11A1",1,0,0,0
"PPIAP46",2,2,2,3
"SEMA7A",386,435,399,239
"MIR6881",1,0,0,0
"UBL7",2116,2901,2285,1961
"UBL7-DT",254,269,254,259
"ARID3B",375,374,348,283
"CLK3",2977,4054,3236,2845
"EDC3",4369,5684,3903,3839
"CYP1A1",2720,3705,1771,2384
"CYP1A2",31,28,15,22
"CSK",5340,6623,6070,4235
"MIR4513",5,5,4,5
"LMAN1L",17,16,21,8
"CPLX3",39,46,34,28
"ULK3",5204,6219,5719,4669
"MIR6882",2,0,0,0
"SCAMP2",7769,10652,7380,7643
"MPI",2380,3475,2408,2410
"FAM219B",3247,4271,3579,3522
"COX5A",6453,8972,7243,6855
"RPP25",2327,3084,2582,2076
"SCAMP5",2412,3300,2304,2222
"PPCDC",687,1084,757,705
"C15orf39",3840,5228,3668,3213
"GOLGA6C",0,1,1,0
"COMMD4",4108,5447,4917,4008
"NEIL1",1658,1932,2153,1640
"MIR631",92,120,148,118
"MAN2C1",3818,4282,3889,3207
"SIN3A",4651,5674,4508,4251
"PTPN9",2053,2845,1936,2092
"SNUPN",1159,1618,1349,1245
"IMP3",1642,1990,1920,1450
"SNX33",2105,2604,2016,1855
"CSPG4",93,85,120,63
"ODF3L1",2,4,1,2
"MIR4313",1,0,0,0
"UBE2Q2",1658,2330,1610,1728
"FBXO22",1298,1436,1311,1185
"NRG4",88,82,75,74
"TMEM266",11,24,27,19
"ETFA",11900,16743,12035,11404
"ISL2",10,7,11,6
"SCAPER",786,1091,728,716
"RCN2",3854,5368,3580,4020
"PSTPIP1",0,2,1,0
"TSPAN3",7813,10451,7409,7915
"PEAK1",1954,2263,1811,1853
"HMG20A",2003,2620,1953,2051
"LINGO1",550,631,676,415
"LINGO1-AS1",0,1,1,1
"TBC1D2B",2067,2592,1993,1987
"SH2D7",4,5,7,3
"CIB2",170,226,158,157
"IDH3A",4449,6115,4177,4476
"ACSBG1",51,47,39,41
"DNAJA4",5574,7475,5480,5180
"SKIC8",3263,4651,3290,3287
"CRABP1",56,78,81,67
"IREB2",4878,5842,4201,4600
"HYKK",221,278,251,233
"PSMA4",7937,11178,8967,8375
