"gene","Control","Aldo","Fine","Spiro","Aldo_Fine","Aldo_Spiro"
"MIR33B",0,2,1,1,7,1
"MIR340",0,0,1,0,0,0
"MIR342",0,0,0,0,0,0
"MIR345",0,0,0,0,0,0
"MIR346",0,0,0,0,0,0
"MIR34A",0,3,0,0,2,1
"MIR34B",1,0,0,0,0,0
"MIR34C",0,0,0,0,0,0
"MIR3529",0,0,0,0,0,0
"MIR3591",0,0,0,0,0,0
"MIR3605",5,3,7,5,5,6
"MIR3606",0,0,0,0,0,0
"MIR3609",0,0,0,0,0,0
"MIR361",0,0,1,0,0,0
"MIR3610",0,0,0,0,0,0
"MIR3611",0,0,0,0,0,0
"MIR3612",0,0,0,0,0,0
"MIR3613",1,0,3,4,6,1
"MIR3614",0,0,0,0,0,0
"MIR3615",0,0,0,0,0,0
"MIR3616",0,0,0,0,0,0
"MIR3617",0,0,0,0,0,0
"MIR3618",0,0,0,0,0,0
"MIR3619",2,0,3,1,1,3
"MIR362",0,0,0,0,0,0
"MIR3620",1,0,0,0,0,0
"MIR3621",0,0,0,0,0,0
"MIR3622A",0,0,0,0,0,0
"MIR3622B",0,0,0,0,0,0
"MIR363",0,0,0,0,0,0
"MIR3646",0,0,0,0,0,0
"MIR3648-1",0,0,0,0,0,0
"MIR3648-2",0,0,0,0,0,0
"MIR3649",0,2,1,3,2,6
"MIR3650",0,0,0,0,0,0
"MIR3651",1,3,1,0,0,0
"MIR3652",0,0,0,0,0,0
"MIR3654",4223,3119,3285,3026,2850,3078
"MIR3655",0,0,0,0,0,0
"MIR3657",3,3,3,2,1,3
"MIR3658",0,0,0,0,0,0
"MIR3659",0,0,0,0,0,0
"MIR365A",2,0,0,2,1,0
"MIR365B",0,0,0,0,0,0
"MIR3660",0,0,0,0,0,2
"MIR3661",0,0,0,0,0,0
"MIR3662",7,6,12,9,6,6
"MIR3663",0,0,0,0,0,0
"MIR3663HG",0,0,0,0,0,0
"MIR3664",0,0,0,0,0,0
"MIR3665",0,0,0,0,0,0
"MIR3666",0,0,0,0,0,0
"MIR3667",0,0,0,0,0,0
"MIR3667HG",0,0,0,1,2,1
"MIR3668",0,0,0,0,0,0
"MIR367",0,0,1,0,0,0
"MIR3670-1",0,0,0,0,0,0
"MIR3670-2",0,0,0,0,0,0
"MIR3670-3",0,0,0,0,0,0
"MIR3670-4",0,0,0,0,0,0
"MIR3671",11,6,5,10,10,5
"MIR3672",0,0,0,0,0,0
"MIR3674",0,0,0,0,0,0
"MIR3675",0,0,0,0,0,0
"MIR3677",4,1,2,2,5,0
"MIR3678",0,0,0,0,0,0
"MIR3679",0,0,1,0,0,0
"MIR3680-1",0,0,0,0,1,0
"MIR3680-2",0,0,0,0,0,1
"MIR3681",0,0,0,0,0,0
"MIR3681HG",3,6,7,5,1,4
"MIR3682",34,16,29,24,24,14
"MIR3683",0,0,0,0,0,0
"MIR3684",0,0,1,0,0,0
"MIR3685",23,10,24,19,20,15
"MIR3686",0,0,0,0,0,0
"MIR3688-1",0,0,0,0,0,0
"MIR3688-2",0,0,0,0,0,0
"MIR3689A",0,0,0,0,0,0
"MIR3689B",0,0,0,0,0,0
"MIR3689C",0,0,0,0,0,0
"MIR3689D1",0,0,0,0,0,0
"MIR3689D2",0,0,0,0,0,0
"MIR3689E",0,0,0,0,0,0
"MIR3689F",0,0,0,0,0,0
"MIR369",0,0,0,0,0,0
"MIR3690",0,1,0,0,0,0
"MIR3691",0,0,1,0,0,0
"MIR3692",0,0,0,0,0,0
"MIR370",1,0,0,0,0,0
"MIR3713",0,0,0,0,0,0
"MIR3714",0,0,0,0,0,0
"MIR371A",0,0,0,0,0,0
"MIR371B",0,0,0,0,0,0
"MIR372",0,0,0,0,0,0
"MIR373",0,0,0,0,0,0
"MIR374A",0,0,0,0,0,0
"MIR374B",0,0,0,0,0,0
"MIR374C",0,0,0,0,0,0
"MIR375",0,0,0,0,0,0
"MIR376A1",0,0,0,0,0,0
"MIR376A2",0,0,0,0,0,0
"MIR376B",0,0,0,0,0,0
"MIR376C",0,0,0,0,0,0
"MIR377",0,0,0,0,0,0
"MIR378A",0,0,0,0,0,0
"MIR378B",0,0,0,0,0,0
"MIR378C",0,0,0,0,0,0
"MIR378D1",0,0,0,0,0,0
"MIR378D2",22,4,10,10,8,9
"MIR378E",0,0,0,0,0,0
"MIR378F",0,0,0,0,0,0
"MIR378G",0,0,0,0,0,0
"MIR378H",1,0,1,1,1,0
"MIR378I",18,20,33,15,24,21
"MIR378J",0,0,0,0,0,0
"MIR379",0,0,0,0,0,0
"MIR380",1,0,0,0,0,0
"MIR381",0,0,0,0,0,0
"MIR382",0,0,0,0,0,0
"MIR383",0,0,0,0,0,0
"MIR384",0,0,0,0,0,0
"MIR3907",0,0,0,0,0,0
"MIR3908",0,0,0,0,0,0
"MIR3909",1,0,2,1,1,0
"MIR3910-1",0,0,0,0,0,0
"MIR3910-2",0,0,0,0,0,0
"MIR3911",8,5,3,5,7,3
"MIR3912",0,0,0,0,1,0
"MIR3913-1",0,0,0,0,0,0
"MIR3913-2",0,0,0,0,0,0
"MIR3914-1",0,0,0,0,0,0
"MIR3914-2",0,0,0,0,0,0
"MIR3915",0,0,0,0,0,0
"MIR3916",236,184,254,232,243,183
"MIR3917",0,0,0,0,0,0
"MIR3918",0,0,0,0,0,0
"MIR3919",0,0,0,0,0,0
"MIR3920",0,0,0,0,0,0
"MIR3921",0,0,0,0,0,0
"MIR3922",0,0,0,0,0,0
"MIR3923",0,0,0,0,0,0
"MIR3924",0,0,0,0,0,0
"MIR3925",0,0,0,0,0,0
"MIR3926-1",0,0,0,0,0,0
"MIR3926-2",0,0,0,0,0,0
"MIR3927",0,0,0,0,0,0
"MIR3928",1,0,0,0,1,0
"MIR3929",0,0,0,0,0,0
"MIR3934",26,31,49,36,36,15
"MIR3935",1,0,0,1,0,0
"MIR3936",18,6,15,13,12,6
"MIR3936HG",68,86,75,59,74,42
"MIR3937",0,0,0,0,0,0
"MIR3938",0,0,0,0,0,0
"MIR3939",2,1,1,2,0,3
"MIR3940",2,0,1,1,4,1
"MIR3941",1,0,0,0,0,0
"MIR3942",5,7,9,3,5,6
"MIR3943",0,0,0,0,0,0
"MIR3944",1,3,2,2,5,1
"MIR3945",0,0,0,0,0,0
"MIR3945HG",0,0,0,0,0,1
"MIR3960",0,0,5,3,0,2
"MIR3972",0,0,0,0,0,0
"MIR3973",0,0,0,0,0,0
"MIR3974",2,3,0,0,0,0
"MIR3975",0,0,0,0,0,0
"MIR3976",0,0,0,0,0,0
"MIR3976HG",0,0,0,0,0,0
"MIR3977",0,0,0,0,0,0
"MIR3978",0,0,0,0,0,0
"MIR409",0,0,0,0,0,0
"MIR410",0,0,0,0,0,0
"MIR411",0,0,0,0,0,0
"MIR412",0,0,0,0,0,0
"MIR421",6,1,4,1,4,1
"MIR422A",0,0,0,0,0,0
"MIR423",4,0,3,0,2,3
"MIR424",0,0,0,0,0,0
"MIR425",2,0,0,0,0,3
"MIR4251",0,0,0,0,0,0
"MIR4252",0,0,0,0,0,0
"MIR4253",0,0,0,0,0,0
"MIR4254",0,0,0,0,0,0
"MIR4255",0,0,0,0,0,0
"MIR4256",1,1,0,1,2,0
"MIR4257",0,0,0,0,0,0
"MIR4258",20,9,24,17,34,8
"MIR4259",0,0,0,0,0,0
"MIR4260",0,0,2,0,0,0
"MIR4261",2,1,1,0,0,0
"MIR4262",0,0,0,0,0,0
"MIR4263",32,7,18,25,19,15
"MIR4264",0,0,0,0,0,0
"MIR4265",0,0,0,0,0,0
"MIR4266",0,0,0,0,0,0
"MIR4267",0,0,0,0,0,0
"MIR4268",0,0,0,0,0,0
"MIR4269",0,0,0,0,0,0
"MIR4270",0,0,0,0,0,0
"MIR4271",0,0,0,1,0,1
"MIR4272",0,0,0,0,0,0
"MIR4273",0,0,0,0,0,0
"MIR4274",0,0,0,0,0,0
"MIR4275",0,0,0,0,0,0
"MIR4276",0,0,0,0,0,0
"MIR4277",0,0,0,0,0,0
"MIR4278",0,0,0,0,0,0
"MIR4279",0,0,0,0,0,0
"MIR4280",0,0,0,0,0,0
"MIR4281",0,0,0,0,0,0
"MIR4282",0,0,0,0,0,0
"MIR4283-1",0,0,0,0,0,0
"MIR4283-2",0,0,0,0,0,0
"MIR4284",1,0,0,1,0,0
"MIR4285",0,0,0,0,0,0
"MIR4286",3,0,0,1,0,0
"MIR4287",0,0,0,0,0,0
"MIR4288",0,0,0,0,0,0
"MIR4289",0,0,0,0,0,0
"MIR429",3,4,5,1,4,3
"MIR4290",0,0,0,0,0,0
"MIR4290HG",0,0,0,0,0,0
"MIR4291",0,0,0,0,0,0
"MIR4292",42,39,43,28,40,44
"MIR4293",0,0,0,0,0,0
"MIR4294",0,0,0,0,0,0
"MIR4295",0,0,0,0,0,0
"MIR4296",0,0,0,0,0,0
"MIR4297",0,0,0,0,0,0
"MIR4298",0,0,0,0,0,0
"MIR4299",0,0,0,0,0,0
"MIR4300",0,0,0,0,0,0
"MIR4300HG",0,0,0,0,0,0
"MIR4301",0,0,0,0,0,0
"MIR4302",0,0,0,0,0,0
"MIR4303",0,0,0,0,0,0
"MIR4304",0,0,0,0,0,0
"MIR4305",1,0,0,0,0,1
"MIR4306",0,0,0,0,0,0
"MIR4307",0,0,0,0,0,0
"MIR4307HG",0,0,0,0,0,0
"MIR4308",0,0,0,0,0,0
"MIR4309",0,0,0,0,0,0
"MIR431",0,0,0,0,0,0
"MIR4310",0,0,0,0,0,0
"MIR4311",0,0,0,0,0,0
"MIR4312",0,0,1,1,0,0
"MIR4313",0,0,0,0,0,0
"MIR4314",0,0,0,0,0,0
"MIR4315-1",0,0,0,0,0,0
"MIR4315-2",0,0,0,0,0,0
"MIR4316",0,0,0,0,0,0
"MIR4317",0,0,0,0,0,0
"MIR4318",0,0,0,0,0,0
"MIR4319",0,0,0,0,0,0
"MIR432",0,0,0,0,0,0
"MIR4320",0,0,0,0,0,0
"MIR4321",1,1,0,0,3,1
"MIR4322",0,1,0,0,0,2
"MIR4323",0,0,1,0,0,0
"MIR4324",11,4,12,6,5,10
"MIR4325",0,0,0,0,0,0
"MIR4326",1,1,4,3,4,1
"MIR4327",0,0,0,0,0,0
"MIR4328",0,0,0,0,0,0
"MIR4329",0,0,0,0,1,0
"MIR433",0,0,0,0,0,0
"MIR4330",0,0,0,0,0,0
"MIR4418",0,0,0,0,0,0
"MIR4420",0,0,0,0,0,0
"MIR4421",0,0,0,0,1,0
"MIR4422",0,0,0,0,0,0
"MIR4423",0,0,0,0,0,0
"MIR4424",0,0,0,1,0,1
"MIR4425",0,0,0,0,0,0
"MIR4426",563,442,344,374,322,436
"MIR4427",1,0,0,0,0,0
"MIR4428",0,0,0,0,0,0
"MIR4429",0,0,0,0,0,0
"MIR4430",0,0,0,0,0,0
"MIR4431",0,0,0,0,0,0
"MIR4432",0,0,0,0,0,0
"MIR4433A",0,0,0,0,0,0
"MIR4433B",0,0,0,0,0,0
"MIR4434",2,0,0,0,0,2
"MIR4435-1",0,0,0,0,0,0
"MIR4435-2",0,0,0,0,0,0
"MIR4435-2HG",4841,3358,3515,3382,3491,3433
"MIR4436A",0,0,0,0,0,0
"MIR4436B1",0,0,0,0,0,0
"MIR4436B2",0,0,0,0,0,0
"MIR4437",0,0,0,0,0,0
"MIR4438",0,0,0,0,0,0
"MIR4439",0,0,0,0,0,1
"MIR4440",0,0,0,0,0,0
"MIR4441",0,0,0,0,0,0
"MIR4442",0,0,0,0,0,0
"MIR4443",0,0,0,0,0,0
"MIR4444-1",0,0,0,0,0,0
"MIR4444-2",12,62,6,1,7,10
"MIR4445",1,0,0,0,0,0
"MIR4446",0,0,0,0,0,0
"MIR4447",0,0,0,0,0,0
"MIR4448",0,2,0,0,1,1
"MIR4449",4,1,2,1,2,1
"MIR4450",0,0,0,0,0,0
"MIR4451",0,0,0,0,0,0
"MIR4452",0,0,0,0,0,0
"MIR4453",0,0,0,0,0,0
"MIR4453HG",546,394,517,433,436,391
"MIR4454",1,0,0,0,0,0
"MIR4455",0,0,0,0,0,0
"MIR4456",0,0,0,0,0,0
"MIR4457",0,0,0,0,0,0
"MIR4458",0,0,0,0,0,0
"MIR4458HG",862,634,724,681,700,622
"MIR4460",0,0,0,0,0,0
"MIR4462",0,0,0,0,0,0
"MIR4463",0,0,0,0,0,0
"MIR4464",0,0,0,0,0,0
"MIR4465",0,0,0,0,0,0
"MIR4466",0,0,0,0,0,0
"MIR4467",4,0,5,5,1,2
"MIR4468",0,0,0,0,0,0
"MIR4469",0,0,0,1,1,0
"MIR4470",1,0,1,0,0,0
"MIR4471",0,0,0,0,0,0
"MIR4472-1",0,0,0,0,0,0
"MIR4472-2",1,0,0,0,0,0
"MIR4473",0,0,1,0,0,0
"MIR4474",0,0,0,0,0,0
"MIR4475",0,0,0,0,0,0
"MIR4476",0,0,0,0,0,0
"MIR4477A",0,2,1,2,3,0
"MIR4477B",0,1,1,2,0,3
"MIR4478",0,0,0,0,0,0
"MIR4479",1,3,0,3,4,0
"MIR448",0,0,0,0,0,0
"MIR4480",0,0,0,0,0,0
"MIR4481",0,0,0,0,0,0
"MIR4482",7,3,4,7,3,2
"MIR4483",0,2,2,0,1,1
"MIR4484",0,0,0,0,0,0
"MIR4485",0,0,0,0,0,0
"MIR4486",0,0,0,0,0,0
"MIR4487",0,0,0,0,0,0
"MIR4488",0,0,0,0,0,0
"MIR4489",0,2,6,3,1,7
"MIR4490",0,0,0,0,0,0
"MIR4491",0,0,0,0,0,0
"MIR4492",0,0,0,0,0,0
"MIR4493",0,0,0,0,0,0
"MIR4494",0,0,0,0,0,0
"MIR4495",0,0,0,0,0,0
"MIR4496",4,0,1,0,0,0
"MIR4497",0,0,0,0,0,0
"MIR4498",0,0,0,0,0,0
"MIR4499",0,0,0,0,0,1
"MIR449A",0,0,0,0,0,0
"MIR449B",0,0,0,1,0,0
"MIR449C",0,0,0,0,0,0
"MIR4500",0,0,0,1,0,0
"MIR4500HG",1,0,0,2,2,0
"MIR4501",0,0,0,0,0,0
"MIR4502",0,0,0,0,0,0
"MIR4503",0,0,0,0,0,0
"MIR4504",3,0,2,1,0,0
"MIR4505",2,1,0,0,0,0
"MIR4506",0,0,0,0,0,0
"MIR4507",0,0,0,0,0,0
"MIR4508",0,0,0,0,0,0
"MIR4509-1",0,0,0,0,0,0
"MIR4509-2",0,0,0,0,0,0
"MIR4509-3",0,0,0,0,0,0
"MIR450A1",2,0,1,0,0,1
"MIR450A2",1,0,0,2,2,1
"MIR450B",2,5,4,4,1,5
"MIR4510",0,0,0,0,0,0
"MIR4511",0,0,0,0,0,0
"MIR4512",5,1,6,3,4,6
"MIR4513",1,0,1,2,2,1
"MIR4514",0,0,1,0,1,0
"MIR4515",0,0,0,0,0,0
"MIR4516",0,0,0,0,0,0
"MIR4517",69,31,99,61,89,52
"MIR4518",0,0,0,0,0,0
"MIR4519",3,1,3,2,4,4
"MIR451A",0,0,0,0,0,0
"MIR451B",0,0,0,0,0,0
"MIR452",3,0,3,2,4,4
"MIR4520-1",0,0,1,0,0,0
"MIR4520-2",0,0,0,0,0,0
"MIR4521",0,0,0,0,0,0
"MIR4522",0,0,1,0,1,2
"MIR4523",0,0,0,0,0,0
"MIR4524A",0,0,0,0,0,0
"MIR4524B",0,0,0,0,0,0
"MIR4525",0,0,0,0,0,0
"MIR4526",0,0,0,0,0,0
"MIR4527",0,0,0,0,0,0
"MIR4528",0,0,0,0,0,0
"MIR4529",0,0,0,0,0,0
"MIR4530",0,0,0,0,0,2
"MIR4531",0,0,0,1,0,0
"MIR4533",0,0,0,0,0,0
"MIR4534",3,2,0,1,2,0
"MIR4535",0,0,0,0,0,0
"MIR4536-1",0,0,0,0,0,0
"MIR4536-2",0,0,0,0,0,0
"MIR4537",0,0,0,0,0,0
"MIR4538",0,0,0,0,0,0
"MIR4539",0,0,0,0,0,0
"MIR454",4,0,3,2,2,0
"MIR4540",0,0,0,0,0,0
"MIR455",0,0,0,0,0,0
"MIR4632",0,0,0,0,0,0
"MIR4633",0,0,0,0,0,0
"MIR4634",0,0,0,0,0,0
"MIR4635",0,0,0,0,0,0
"MIR4636",0,0,0,0,0,0
"MIR4637",0,0,0,0,0,0
"MIR4638",2,0,1,0,1,1
"MIR4639",0,1,1,3,2,3
"MIR4640",0,0,0,0,0,0
"MIR4641",0,0,1,0,1,0
"MIR4642",0,1,1,2,0,1
"MIR4643",0,0,0,0,0,0
"MIR4644",0,0,0,0,0,0
"MIR4645",13,6,8,4,12,9
"MIR4646",0,0,0,0,0,0
"MIR4647",0,0,0,0,0,0
"MIR4648",3,0,1,0,1,0
"MIR4649",0,0,0,0,0,0
"MIR4650-1",0,0,0,0,0,0
"MIR4650-2",0,0,0,0,0,0
"MIR4651",0,0,0,0,0,0
"MIR4652",0,0,0,0,0,0
"MIR4653",16,6,19,15,5,14
"MIR4654",0,0,0,0,0,0
"MIR4655",0,0,0,0,0,0
"MIR4656",5,0,7,3,6,3
"MIR4657",0,0,0,0,0,0
"MIR4658",0,0,1,1,0,1
"MIR4659A",0,0,0,0,0,0
"MIR4659B",0,0,0,0,0,0
"MIR466",0,0,0,0,0,0
"MIR4660",0,0,1,0,1,0
"MIR4661",0,0,0,0,0,0
"MIR4662A",0,0,0,0,0,0
"MIR4662B",0,0,0,0,0,0
"MIR4663",0,0,0,0,0,0
"MIR4664",0,0,0,0,0,0
"MIR4665",0,0,0,0,0,0
"MIR4666A",1,1,3,0,0,1
"MIR4666B",1,0,0,0,0,0
"MIR4667",1,2,2,1,2,2
"MIR4668",3,0,4,0,2,2
"MIR4669",0,0,0,0,0,0
"MIR4670",0,0,0,0,0,0
"MIR4671",1,0,0,0,0,1
"MIR4672",1,3,1,1,4,0
"MIR4673",0,0,0,0,0,0
"MIR4674",0,0,0,1,2,2
"MIR4675",0,0,0,0,0,0
"MIR4676",0,0,0,0,0,0
"MIR4677",0,0,0,0,0,0
"MIR4678",0,0,0,0,0,0
"MIR4679-1",0,0,0,0,0,0
"MIR4679-2",0,0,0,0,0,0
"MIR4680",0,0,0,0,0,0
"MIR4681",0,0,0,0,0,0
"MIR4682",0,0,1,0,0,0
"MIR4683",0,0,0,0,0,0
"MIR4684",2,0,1,0,0,0
"MIR4685",1,5,5,4,2,3
"MIR4686",0,1,0,0,0,0
"MIR4687",0,0,0,0,0,0
"MIR4688",1,1,0,0,0,0
"MIR4689",1,0,0,1,0,0
"MIR4690",2,0,0,1,1,0
"MIR4691",39,34,48,41,55,27
"MIR4692",0,0,0,0,0,0
"MIR4693",0,0,0,0,0,0
"MIR4694",0,0,0,0,0,0
"MIR4695",0,0,0,0,0,0
"MIR4696",0,0,0,0,0,0
"MIR4697",0,0,0,0,0,0
"MIR4698",0,0,0,0,0,0
"MIR4699",0,0,0,0,0,0
"MIR4700",0,0,0,0,0,0
"MIR4701",7,2,9,10,9,3
"MIR4703",0,0,0,0,0,0
"MIR4704",0,0,0,0,0,0
"MIR4705",0,0,0,0,0,0
"MIR4706",1,0,1,1,0,1
"MIR4707",0,0,0,0,0,0
"MIR4708",0,0,0,0,0,0
"MIR4709",0,0,0,0,0,0
"MIR4710",0,0,0,0,0,0
"MIR4711",0,0,0,0,0,0
"MIR4712",53,31,83,61,37,35
"MIR4713",0,0,0,0,0,0
"MIR4714",0,0,0,0,0,0
"MIR4715",0,0,0,0,0,0
"MIR4716",0,0,0,0,0,0
"MIR4717",1,0,0,0,0,0
"MIR4718",0,1,0,0,0,0
"MIR4719",0,0,0,0,0,0
"MIR4720",26,22,22,26,19,24
"MIR4721",4,0,0,1,0,1
"MIR4722",1,0,0,1,3,0
"MIR4723",2,2,5,1,0,2
"MIR4724",0,0,0,0,0,0
"MIR4725",0,0,0,0,0,0
"MIR4726",0,0,0,0,0,0
"MIR4727",0,0,0,0,0,0
"MIR4728",0,2,4,4,4,3
"MIR4729",0,0,0,0,0,0
"MIR4730",5,3,8,4,2,2
"MIR4731",0,0,0,0,0,0
"MIR4732",2,0,0,0,0,0
"MIR4733",2,0,1,1,1,0
"MIR4734",0,0,0,0,0,0
"MIR4735",0,0,0,0,0,0
"MIR4736",0,0,0,0,0,0
"MIR4737",46,33,37,45,42,50
"MIR4738",1,1,2,0,2,0
"MIR4739",0,0,0,0,0,0
"MIR4740",6,4,9,3,3,4
"MIR4741",0,0,0,0,0,0
"MIR4742",0,0,0,0,2,1
"MIR4743",0,0,0,0,0,0
"MIR4744",0,0,0,0,1,0
"MIR4745",0,0,0,0,0,0
"MIR4746",7,6,10,11,11,13
"MIR4747",0,0,0,0,0,0
"MIR4748",0,0,0,0,1,0
"MIR4749",1,1,0,1,0,0
"MIR4750",7,2,4,3,1,4
"MIR4751",0,0,0,0,0,0
"MIR4752",0,0,0,0,0,0
"MIR4753",0,0,0,0,0,0
"MIR4754",1,1,0,4,2,0
"MIR4755",0,0,1,0,0,0
"MIR4756",0,0,0,0,0,0
"MIR4757",0,0,0,0,0,0
"MIR4758",0,0,0,0,0,0
"MIR4759",0,0,0,0,0,0
"MIR4760",0,0,0,0,0,0
"MIR4761",3,0,0,0,0,1
"MIR4762",0,0,0,1,0,0
"MIR4763",0,0,0,0,0,0
"MIR4764",0,0,0,0,0,0
"MIR4765",0,0,0,0,0,0
"MIR4766",4,2,2,0,0,0
"MIR4767",0,0,0,0,0,0
"MIR4768",0,0,1,1,0,0
"MIR4769",0,0,0,0,0,0
"MIR4770",0,0,0,0,0,0
"MIR4771-1",0,0,0,0,0,0
"MIR4771-2",0,0,0,0,0,0
"MIR4772",0,0,0,0,0,0
"MIR4773-1",0,0,0,0,0,0
"MIR4773-2",0,0,0,0,0,0
"MIR4774",0,0,0,0,0,0
"MIR4775",0,0,0,0,0,0
"MIR4776-1",0,0,0,0,0,0
"MIR4776-2",0,0,0,0,0,0
"MIR4777",0,2,0,0,0,0
"MIR4778",0,0,0,0,0,0
"MIR4779",0,0,0,2,0,0
"MIR4780",0,0,0,0,0,0
"MIR4781",1,1,0,0,0,1
"MIR4782",2,1,3,1,2,1
"MIR4783",0,0,0,1,0,0
"MIR4784",7,6,10,8,16,15
"MIR4785",0,0,0,0,0,0
"MIR4786",2,1,4,0,2,0
"MIR4787",0,0,0,0,0,0
"MIR4789",0,0,0,0,0,0
"MIR4790",0,0,0,0,0,0
"MIR4791",0,0,0,0,0,0
"MIR4793",4,2,1,4,3,1
"MIR4794",0,0,0,0,0,0
"MIR4795",0,0,0,0,0,0
"MIR4796",0,0,0,0,0,0
"MIR4797",2,0,0,0,1,2
"MIR4798",0,0,0,0,0,0
"MIR4799",0,0,0,0,0,0
"MIR4800",0,0,0,0,0,0
"MIR4801",0,0,0,0,0,0
"MIR4802",0,0,0,0,0,0
"MIR4803",0,0,0,1,0,0
"MIR4804",0,0,0,0,0,0
"MIR483",0,0,0,0,0,0
"MIR484",0,0,0,0,0,0
"MIR485",0,0,0,0,0,0
"MIR486-1",0,0,0,0,0,0
"MIR486-2",0,0,0,0,0,0
"MIR487A",0,0,0,0,0,0
"MIR487B",0,0,0,0,0,0
"MIR488",0,0,0,0,0,0
"MIR489",0,0,0,0,0,0
"MIR490",0,0,0,0,0,0
"MIR491",0,0,1,0,1,0
"MIR492",0,0,0,0,0,1
"MIR493",0,0,0,0,0,0
"MIR494",0,0,0,0,0,0
"MIR495",0,0,0,0,0,0
"MIR496",0,0,0,0,0,0
"MIR497",0,0,0,0,0,0
"MIR497HG",55,42,52,53,61,29
"MIR498",0,0,0,0,0,0
"MIR4999",3,0,1,0,0,1
"MIR499A",1,1,0,0,0,0
"MIR499B",0,0,0,0,0,0
"MIR5000",0,0,1,0,0,0
"MIR5001",0,0,0,0,0,0
"MIR5002",0,0,0,0,0,0
"MIR5003",0,1,0,0,0,0
"MIR5004",0,0,0,0,0,0
"MIR5006",1,4,2,1,2,1
"MIR5007",0,0,0,0,0,0
"MIR5008",0,1,0,1,0,0
"MIR5009",0,0,0,0,0,0
"MIR500A",0,0,0,0,0,0
"MIR500B",0,0,0,0,0,0
"MIR501",0,0,0,0,0,0
"MIR5010",9,2,18,20,8,7
"MIR5011",0,0,0,0,0,0
"MIR502",0,0,0,0,0,0
"MIR503",6,2,3,5,6,4
"MIR504",0,0,0,0,0,0
"MIR5047",2165,1515,3331,2558,2615,1518
"MIR505",0,0,0,0,0,0
"MIR506",0,0,0,0,0,0
"MIR507",0,0,0,0,0,0
"MIR508",0,0,0,0,0,0
"MIR5087",0,1,1,1,2,1
"MIR5088",0,0,0,0,0,0
"MIR5089",0,0,2,0,1,0
"MIR509-1",0,0,0,0,0,0
"MIR509-2",0,0,0,0,0,0
"MIR509-3",0,0,0,0,0,0
"MIR5090",0,0,1,0,0,0
"MIR5091",0,0,0,0,0,0
"MIR5092",0,0,0,0,0,0
"MIR5093",2,0,2,2,1,0
"MIR5094",0,0,0,1,0,0
"MIR510",0,0,0,0,0,0
"MIR5100",0,0,0,0,0,0
"MIR511",0,0,0,0,0,0
"MIR512-1",0,0,0,0,0,0
"MIR512-2",0,0,0,0,0,0
"MIR513A1",0,0,0,0,0,0
"MIR513A2",0,0,0,0,0,0
"MIR513B",0,0,0,0,0,0
"MIR513C",0,0,0,0,0,0
"MIR514A1",0,0,0,0,0,0
"MIR514A2",0,0,0,0,0,0
"MIR514A3",0,0,0,0,0,0
"MIR514B",0,0,0,0,0,0
"MIR515-1",0,0,0,0,0,0
"MIR515-2",0,0,0,0,0,0
"MIR516A1",0,0,0,0,0,0
"MIR516A2",0,0,0,0,0,0
"MIR516B1",0,0,0,0,0,0
"MIR516B2",0,0,0,0,0,0
"MIR517A",0,0,0,0,0,0
"MIR517B",0,0,0,0,0,0
"MIR517C",0,0,0,0,0,0
"MIR5186",0,0,0,0,0,0
"MIR5187",3,2,6,1,1,1
"MIR5188",1,0,1,0,0,0
"MIR5189",0,0,0,1,0,0
"MIR518A1",0,0,0,0,0,0
"MIR518A2",0,0,0,0,0,0
"MIR518B",0,0,0,0,0,0
"MIR518C",0,0,0,0,0,0
"MIR518D",0,0,0,0,0,0
"MIR518E",0,0,0,0,0,0
"MIR518F",0,0,0,0,0,0
"MIR5190",0,0,0,0,0,0
"MIR5191",0,0,0,0,0,0
"MIR5192",0,0,2,0,1,0
"MIR5193",8,10,8,7,15,6
"MIR5194",1,0,0,0,0,0
"MIR5195",0,0,0,0,0,0
"MIR5196",0,0,0,0,0,0
"MIR5197",0,0,0,0,0,0
"MIR519A1",0,0,0,0,0,0
"MIR519A2",0,0,0,0,0,0
"MIR519B",0,0,0,0,0,0
"MIR519C",0,0,0,0,0,0
"MIR519D",0,0,0,0,0,0
"MIR519E",0,0,0,0,0,0
"MIR520A",0,0,0,0,0,0
"MIR520B",0,0,0,0,0,0
"MIR520C",0,0,0,0,0,0
"MIR520D",0,0,0,0,0,0
"MIR520E",0,0,0,0,0,0
"MIR520F",0,0,0,0,0,0
"MIR520G",0,0,0,0,0,0
"MIR520H",0,0,0,0,0,0
"MIR521-1",0,0,0,0,0,0
"MIR521-2",0,0,0,0,0,0
"MIR522",0,0,0,0,0,0
"MIR523",0,0,0,0,0,0
"MIR524",0,0,0,0,0,0
"MIR525",0,0,0,0,0,0
"MIR526A1",0,0,0,0,0,0
"MIR526A2",0,0,0,0,0,0
"MIR526B",0,0,0,0,0,0
"MIR527",0,0,0,0,0,0
"MIR532",0,0,0,0,0,0
"MIR539",0,0,0,0,0,0
"MIR541",0,0,0,0,0,0
"MIR542",0,0,0,0,0,1
"MIR543",0,0,0,0,0,0
"MIR544A",0,0,0,0,0,0
"MIR544B",0,2,2,0,0,4
"MIR545",2,0,0,0,0,0
"MIR548A1",0,0,0,0,0,0
"MIR548A2",0,0,0,0,0,0
"MIR548A3",2,0,0,1,0,1
